source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @usembassytokyo: .@IvankaTrump underscored importance of entrepreneurship &amp; women's economic empowerment at @WAW_Japan 2017 in Tokyo #WA…,11/3/17 3:58,,,TRUE,9.26E+17
Twitter for iPhone,The fact is ALL women are “working women.” Let's continue to empower women and ensure they succeed in our modern e… https://t.co/TRWisyvmiO,11/3/17 0:55,,,FALSE,9.26E+17
Twitter for iPhone,Looking forward to joining Prime Minister Abe and more than 700+ inspiring thought leaders and entrepreneurs at WAW! today. #WAW2017 🇯🇵,11/2/17 23:10,,,FALSE,9.26E+17
Twitter for iPhone,RT @betsy_klein: Good morning from Tokyo!First on CNN: @IvankaTrump to nod to 'womenomics' in Japanhttps://t.co/BEqqS8QBcR,11/2/17 21:24,,,TRUE,9.26E+17
Twitter for iPhone,RT @USAmbJapan: Chrissy &amp; I are pleased to welcome @IvankaTrump to Japan to address @WAW_Japan #WAW2017妻のクリシーと、WAW!出席のため来日したイバンカ・トランプ大統領補佐…,11/2/17 15:15,,,TRUE,9.26E+17
Twitter for iPhone,✈️ Just landed in Japan -14 hours later!- and am excited to be here for the annual World Assembly for Women! this w… https://t.co/eLtsticU9w,11/2/17 9:47,,,FALSE,9.26E+17
Twitter for iPhone,RT @PressSec: We are praying for the people of NYC some of the toughest most resilient people in the world. #NYCStrong,11/1/17 16:45,,,TRUE,9.26E+17
Twitter for iPhone,I’m looking forward to visiting Japan but sure will miss these three! https://t.co/ADtS9OQqbq,11/1/17 12:58,,,FALSE,9.26E+17
Twitter for iPhone,Heartbreaking news coming out of NYC. Praying for the victims.,10/31/17 20:33,,,FALSE,9.25E+17
Twitter for iPhone,We're working to make tax cuts &amp; the expanded Child Tax Credit a reality for American families. The time is now!… https://t.co/kfRXmUqMSz,10/31/17 13:40,,,FALSE,9.25E+17
Twitter for iPhone,"Arabella:""Dear Mom thank you for giving me birth."" Clearly I'm not the only member of my family who doesn't under… https://t.co/XjAWNCs3iY",10/30/17 11:40,,,FALSE,9.25E+17
Twitter for iPhone,RT @CQnow: #PhotosoftheWeek @IvankaTrump walks through the Senate Reception Room before a press conference on child tax credits 📸 @billclar…,10/29/17 16:58,,,TRUE,9.25E+17
Twitter for iPhone,"RT @SenateGOP: ""Today in the vast majority of American homes all parents work. Our tax code has to recognize and support this reality."" –…",10/29/17 14:34,,,TRUE,9.25E+17
Twitter for iPhone,RT @FoxBusiness: .@IvankaTrump pushes child tax credit as key to supporting American workers families https://t.co/g9lnlM8rRe,10/29/17 12:49,,,TRUE,9.25E+17
Twitter for iPhone,"RT @smartereveryday: New Video! ""$500 Million Dollars"". A great example of Industry and Government working together. (With @IvankaTrump) ht…",10/27/17 18:58,,,TRUE,9.24E+17
Twitter for iPhone,RT @senrobportman: Good discussion w/ @IvankaTrump on the urgent need to #EndHumanTrafficking today. #SESTA is needed to help bring traffic…,10/26/17 22:53,,,TRUE,9.24E+17
Twitter for iPhone,Thank you Senator for your passionate commitment to ending human trafficking at home and abroad. https://t.co/G1o2CZztJf,10/26/17 22:52,,,FALSE,9.24E+17
Twitter for iPhone,RT @ChuckGrassley: I applaud Pres Trump's attn on our nation's opioid crisis I will continue my wrk in Senate/Judic/drug caucus 2 help figh…,10/26/17 20:22,,,TRUE,9.24E+17
Twitter for iPhone,Budget passed the House! This is a critical step towards delivering substantial tax relief that hardworking Americans deserve. #TaxReform 🇺🇸,10/26/17 15:55,,,FALSE,9.24E+17
Twitter for iPhone,Congrats to @MillionWMentors for reaching 2 million mentor pledges &amp; inspiring women &amp; girls around the globe 🌎 to… https://t.co/gkQNE2HpfC,10/26/17 13:57,,,FALSE,9.24E+17
Twitter for iPhone,RT @betsy_klein: .@IvankaTrump makes a Capitol Hill pitch on tax reformhttps://t.co/XEvJBbcc6U https://t.co/DlDe2VsZpy,10/26/17 1:40,,,TRUE,9.23E+17
Twitter for iPhone,Working families need #TaxReform &amp; the time is now. This Administration is committed to ensuring all Americans can… https://t.co/Ioi0b8U4cP,10/26/17 1:24,,,FALSE,9.23E+17
Twitter for iPhone,RT @RepKevinBrady: Enjoyed talking #TaxReform with @IvankaTrump this afternoon. https://t.co/ynhR9lHntU,10/26/17 0:20,,,TRUE,9.23E+17
Twitter for iPhone,RT @GOP: .@IvankaTrump: It is a priority of this administration and it is a legislative priority to ensure American families can thrive. ht…,10/25/17 23:56,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenatorTimScott: Thinking about single moms like mine in South Carolina the Child Tax Credit would mean so much for their family and f…,10/25/17 22:33,,,TRUE,9.23E+17
Twitter for iPhone,RT @RepTenney: Honored to join @IvankaTrump &amp; my colleagues to discuss expanding the Child Tax Credit to provide meaningful relief for work…,10/25/17 21:53,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenCapito: Productive conversation w/ @IvankaTrump today about increasing the Child Tax Credit &amp; how this would help working families i…,10/25/17 21:51,,,TRUE,9.23E+17
Twitter for iPhone,RT @rollcall: .@IvankaTrump joins Sen. @marcorubio @SenatorTimScott  to talk about child tax credit https://t.co/AtTsQK3nPQ https://t.co/o…,10/25/17 21:35,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenRubioPress: Joining @SenatorTimScott &amp; @IvankaTrump to discuss how #ChildTaxCredit is essential for working American families. https…,10/25/17 19:24,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenatorTimScott: You can stream now! #ChildTaxCredit event with @IvankaTrump @marcorubio @SenMikeLee and more! : https://t.co/9QAP4l3Ml…,10/25/17 19:24,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenDeanHeller: Shared stories from #NV families during discussion with @IvankaTrump and my colleagues on the child tax credit. https://…,10/25/17 19:16,,,TRUE,9.23E+17
Twitter for iPhone,RT @GOPSenFinance: The GOP #TaxReform framework expands the Child Tax Credit used by 22 million families. https://t.co/58C6xhCRJz https://t…,10/25/17 17:24,,,TRUE,9.23E+17
Twitter for iPhone,RT @SenToomey: Thanks @IvankaTrump for coming by to discuss how #TaxReform improves the standard of living for hardworking American familie…,10/25/17 16:47,,,TRUE,9.23E+17
Twitter for iPhone,Great to be on the Hill today talking #TaxReform &amp; the importance of providing much needed relief to middle-income American families. 🇺🇸,10/25/17 15:13,,,FALSE,9.23E+17
Twitter for iPhone,RT @betsy_klein: NEW: @IvankaTrump is Japan-bound speaking at the World Assembly for Women next Friday https://t.co/fnCRA3Imgs,10/25/17 14:53,,,TRUE,9.23E+17
Twitter for iPhone,It is an honor and privilege to serve this great country! 🇺🇸 @realDonaldTrump https://t.co/p09OVEpeHM,10/25/17 11:09,,,FALSE,9.23E+17
Twitter for iPhone,RT @GlblCtzn: This is huge! https://t.co/cPwuKrptAb,10/25/17 10:32,,,TRUE,9.23E+17
Twitter for iPhone,"RT @FoxNews: .@IvankaTrump on criticism of the #Trump family: ""The real people suffering in this country are not me and my family.""  #Hanni…",10/25/17 10:12,,,TRUE,9.23E+17
Twitter for iPhone,RT @USAIDMarkGreen: Met with @IvankaTrump today on improving opportunities for adolescent girls women to innovate &amp; thrive. #RoadToGES htt…,10/24/17 23:44,,,TRUE,9.23E+17
Twitter for iPhone,Great conversation with @seanhannity today talking #TaxReform &amp; how it will support American working families. Tune… https://t.co/CuiPWqQ1fe,10/23/17 23:54,,,FALSE,9.23E+17
Twitter for iPhone,Enjoyed visiting Bucks County PA for a Town Hall on #TaxReform &amp; our working families agenda with @USTreasury Jovi… https://t.co/ZPG7uCdkzO,10/23/17 23:00,,,FALSE,9.23E+17
Twitter for iPhone,RT @anita_oh: .@IvankaTrump now at town hall in Bucks County says current tax plan is too complicated backs POTUS reform + expansion of c…,10/23/17 19:07,,,TRUE,9.23E+17
Twitter for iPhone,RT @AliABCNews: Big applause as @IvankaTrump mentions importance of non-college training and development options for young people,10/23/17 19:06,,,TRUE,9.23E+17
Twitter for iPhone,RT @CLH45: A packed house here in Richboro PA for the tax reform conversation with @IvankaTrump US Treasurer Jovita Carranza and @NanHayw…,10/23/17 19:02,,,TRUE,9.23E+17
Twitter for iPhone,RT @NanHayworth: Honored as well to share discussion with you on this very important issue and to support @IvankaTrump in this work! Thank…,10/23/17 16:09,,,TRUE,9.22E+17
Twitter for iPhone,RT @FoxNews: TUNE IN: @IvankaTrump joins @seanhannity TONIGHT at 9p ET to discuss her father’s agenda and her child tax credit push on Fox…,10/23/17 16:07,,,TRUE,9.22E+17
Twitter for iPhone,Thank you @FBI &amp; @MissingKids for arresting 120 traffickers &amp; rescuing 84 innocent lives. #modernslavery https://t.co/cWTpgYZZXF,10/20/17 2:53,,,FALSE,9.21E+17
Twitter for iPhone,RT @JoannaRoperFCO: Discussed gender inequality &amp; modern slavery with @IvankaTrump @WhiteHouse today. Much we could do together to tackle t…,10/19/17 17:02,,,TRUE,9.21E+17
Twitter for iPhone,Great meeting w/ millennial leaders @WhiteHouse to discuss the Admin.'s economic policies &amp; #TaxReform. Your perspe… https://t.co/cWItTFXOp5,10/18/17 21:31,,,FALSE,9.21E+17
Twitter for iPhone,Wishing Hindus Sikhs &amp; Jains around the world a joyful #Diwali. Saal Mubarak to all! Looking forward to my visit t… https://t.co/upudTWVOPG,10/18/17 19:20,,,FALSE,9.21E+17
Twitter for iPhone,RT @WhiteHouseCEA: Where critics of tax reform go wrong writes @Kotlikoff and @jackmintz  https://t.co/I8HA0VCBI8 via @WSJOpinion,10/18/17 16:45,,,TRUE,9.21E+17
Twitter for iPhone,Reducing the statutory federal corporate tax rate to 20% would increase average household income in the US by $4K. https://t.co/L0uLlvYkQg,10/18/17 16:23,,,FALSE,9.21E+17
Twitter for iPhone,RT @WhiteHouseCEA: Read CEA's new report on how corporate tax changes will increase wages for America's workers: https://t.co/35Uql08Tp4,10/17/17 15:21,,,TRUE,9.20E+17
Twitter for iPhone,Proud to announce @WorldBank #WeFi is operational! Let's break down barriers &amp; empower women entrepreneurs to succe… https://t.co/fmNcVSR58c,10/16/17 18:33,,,FALSE,9.20E+17
Twitter for iPhone,As an Admin. we celebrate the private sector's contributions to our shared goal of creating access to computer scie… https://t.co/uHaYt0pHmw,10/16/17 16:11,,,FALSE,9.20E+17
Twitter for iPhone,.@USDOL @SecretaryAcosta Apprenticeship Task Force will help expand apprenticeships &amp; create jobs for all Americans. https://t.co/QQRxY7Qmp7,10/16/17 13:51,,,FALSE,9.20E+17
Twitter for iPhone,"RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""📈https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",10/15/17 23:04,,,TRUE,9.20E+17
Twitter for iPhone,RT @WSJ: The World Bank launches a women’s fund conceived by Ivanka Trump will award $150 million in first proposals round https://t.co/e…,10/15/17 22:25,,,TRUE,9.20E+17
Twitter for iPhone,RT @WBG_Gender: Thanks for joining us for Taking women-owned business to the next level. Replay soon at https://t.co/Dy4b27pFTX #EmpowerWom…,10/15/17 18:19,,,TRUE,9.20E+17
Twitter for iPhone,RT @dcexaminer: Ivanka Trump: Fully unleashing the power of women in our economy will bring peace stability https://t.co/wB0S4IMyJx https:…,10/15/17 15:51,,,TRUE,9.20E+17
Twitter for iPhone,So happy for these two amazing and loving parents! ❤️  @LaraLeaTrump @EricTrump https://t.co/vgaMj38S0l,10/15/17 15:16,,,FALSE,9.20E+17
Twitter for iPhone,RT @PressSec: God bless our troops &amp; their families https://t.co/nO6gUR4F6m,10/15/17 14:06,,,TRUE,9.20E+17
Twitter for iPhone,RT @WorldBank: #WeFI is now up and running. $340M in grants will be leveraged for women entrepreneurs. The need is tremendous. #EmpowerWome…,10/15/17 12:41,,,TRUE,9.20E+17
Twitter for iPhone,RT @WorldBank: .@JimYongKim: We’re thrilled today to launch #We-Fi. Our focus now is to take women’s entrepreneurship to the next level.  #…,10/15/17 12:40,,,TRUE,9.20E+17
Twitter for iPhone,RT @stevenmnuchin1: Thanks to @IvankaTrump &amp; the @WorldBank for their leadership in promoting the Women’s Entrepreneurs Financing Initiativ…,10/15/17 12:39,,,TRUE,9.20E+17
Twitter for iPhone,Thank you @JimYongKim &amp; @WorldBank for your tremendous leadership. It was an honor to be a part of launching #WeFi… https://t.co/5EtjZFYO5s,10/15/17 0:35,,,FALSE,9.19E+17
Twitter for iPhone,RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co…,10/15/17 0:23,,,TRUE,9.19E+17
Twitter for iPhone,"RT @betsy_klein: Speaking at @WorldBank @IvankaTrump says ""fully unleashing the power of women in our economy...will bring peace stabilit…",10/14/17 23:46,,,TRUE,9.19E+17
Twitter for iPhone,RT @JimYongKim: Thanks to @IvankaTrump &amp; 14 donor countries #WeFi  is open for business &amp; set to unlock $1 billion+ for women entrepreneur…,10/14/17 23:20,,,TRUE,9.19E+17
Twitter for iPhone,Today we reaffirm the importance of empowering &amp; investing in girls in our country &amp; around the globe 🌎… https://t.co/rS7TJ3wFl9,10/11/17 21:01,,,FALSE,9.18E+17
Twitter for iPhone,RT @USAID: #GirlsShine when they can #learn #lead &amp; be healthy! How do you empower girls around you? #IDG2017 https://t.co/ZsHgO5ew4G,10/11/17 20:57,,,TRUE,9.18E+17
Twitter for iPhone,For more information on the areas affected by the wildfires visit FEMA's live update list here: https://t.co/cKNsamXVAZ,10/11/17 13:48,,,FALSE,9.18E+17
Twitter for iPhone,Thinking of all those affected by the wildfires in CA. Stay safe! #CaliforniaWildfires,10/11/17 13:48,,,FALSE,9.18E+17
Twitter for iPhone,RT @PARISDENNARD: ICYMI: My Op-ed on @POTUS' new @WhiteHouse #ComputerScience Initiative led by @IvankaTrumphttps://t.co/b4PfxQPtEK #csfor…,10/10/17 21:59,,,TRUE,9.18E+17
Twitter for iPhone,Congratulations to the many @NIH grantees awarded the #NobelPrize this year. https://t.co/CpkNnTi6iY,10/10/17 20:04,,,FALSE,9.18E+17
Twitter for iPhone,RT @WorldBank: New  @IFC_org report says public &amp; private sectors need to work together to address childcare needs: https://t.co/6x6ZmdA0eJ…,10/10/17 12:25,,,TRUE,9.18E+17
Twitter for iPhone,On stage w/ these amazing women leaders highlighting the importance of cross-sector collaboration in developing our… https://t.co/a3bNkp8p9u,10/10/17 1:47,,,FALSE,9.18E+17
Twitter for iPhone,Looking forward to discussing workforce development &amp; the future of work at @FortuneMPW Summit tonight! #FortuneMPW #WomenEntrepreneurs,10/9/17 22:56,,,FALSE,9.18E+17
Twitter for iPhone,.@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij,10/9/17 21:21,,,FALSE,9.18E+17
Twitter for iPhone,RT @polina_marinova: Fortune's Most Powerful Women Summit begins today feat @IvankaTrump @ariannahuff &amp; @IndraNooyiWatch live (free!): h…,10/9/17 18:42,,,TRUE,9.17E+17
Twitter for iPhone,RT @GOPChairwoman: .@IvankaTrump: Every unemployed under-employed or discouraged American... deserves a ladder to financial security. http…,10/8/17 21:46,,,TRUE,9.17E+17
Twitter for iPhone,.@SuzieScanlonEsq an entrepreneur I met @NatUrbanLeague recognizes the importance of hiring military spouses: https://t.co/7aCLcP0tFY,10/4/17 19:44,,,FALSE,9.16E+17
Twitter for iPhone,4/4: We appreciate the feedback we received today on how we can better serve our military families &amp; enable them to… https://t.co/p4c4hfMNzY,10/3/17 21:28,,,FALSE,9.15E+17
Twitter for iPhone,3/4: This Administration is deeply committed to those who serve &amp; their families who make it possible through their… https://t.co/ggKD0ymcJP,10/3/17 21:24,,,FALSE,9.15E+17
Twitter for iPhone,2/4: The unemployment rate for military spouses is 16% &amp; 52% of those in the wkforce face a wage deficit of 38% com… https://t.co/oQ9cFqC6zK,10/3/17 21:22,,,FALSE,9.15E+17
Twitter for iPhone,1/4: Today @KellyannePolls &amp; I were @camp_lejeune to discuss the unique employment challenges faced by military spo… https://t.co/8iByPfEF8G,10/3/17 21:18,,,FALSE,9.15E+17
Twitter for iPhone,RT @EOrtizTV: @IvankaTrump &amp; @KellyannePolls meet with service members aboard @camp_lejeune @SpecNewsILM https://t.co/IsqK8OxLVF,10/3/17 20:13,,,TRUE,9.15E+17
Twitter for iPhone,RT @Hope4Warriors: .@KellyannePolls &amp; @IvankaTrump  discuss w/ 300+ #militaryspouses the future of Military Spouse Employment &amp; the goal to…,10/3/17 20:13,,,TRUE,9.15E+17
Twitter for iPhone,Great to meet you and to be here in beautiful North Carolina! https://t.co/KOaQDw70Hy,10/3/17 15:36,,,FALSE,9.15E+17
Twitter for iPhone,RT @hiringourheroes: .@Camp_Lejeune: Join us #milspouse symposium Tues. w/ @IvankaTrump @KellyannePolls &amp; @jennifersks. Register: https://t…,10/3/17 13:45,,,TRUE,9.15E+17
Twitter for iPhone,2:2 Our collective hearts are breaking for the victims and their families. ❤️ #lasVegas,10/2/17 11:25,,,FALSE,9.15E+17
Twitter for iPhone,1:2 America woke up this morning to the horrific news of a devastating mass shooting in Las Vegas.,10/2/17 11:25,,,FALSE,9.15E+17
Twitter for iPhone,RT @LaraLeaTrump: In Detroit Ivanka Trump promotes computer learning https://t.co/nxfW5gwUwD  👏🏽,10/1/17 16:34,,,TRUE,9.15E+17
Twitter for iPhone,Remembering S.I. Newhouse Jr. who changed -- and elevated -- American culture and letters: https://t.co/x9ooWt6BnZ,10/1/17 16:10,,,FALSE,9.15E+17
Twitter for iPhone,Wishing everyone an easy and meaningful fast and may we all be inscribed in the Book of Life.  G'mar Hatimah Tovah! #YomKippur,9/29/17 21:08,,,FALSE,9.14E+17
Twitter for iPhone,RT @realDonaldTrump: This week we came one step closer to reaching the goal of aligning the skills taught in our nation’s classrooms with t…,9/29/17 17:53,,,TRUE,9.14E+17
Twitter for iPhone,RT @fema: The focus for #Maria continues to be:-Rescues &amp; medical missions-Clearing debris-Restoring comms &amp; power-Maintaining flow of…,9/28/17 21:46,,,TRUE,9.14E+17
Twitter for iPhone,Thank you to the amazing men and women working tirelessly to bring relief to those in need. #PuertoRico… https://t.co/Zltx2iCIPV,9/28/17 21:46,,,FALSE,9.14E+17
Twitter for iPhone,We are expanding the Child Tax Credit because we believe the most important investment our country can make is in our children. @POTUS,9/27/17 23:04,,,FALSE,9.13E+17
Twitter for iPhone,RT @GovernorKayIvey: My CS Advisory Council will advocate for funding to ensure every student can learn CS @IvankaTrump @realDonaldTrump ht…,9/27/17 22:31,,,TRUE,9.13E+17
Twitter for iPhone,RT @RepTomReed: Thanks to @IvankaTrump for stopping by my office today to talk about helping families with #TaxReform https://t.co/uvOGzzrT…,9/27/17 22:08,,,TRUE,9.13E+17
Twitter for iPhone,RT @RepAdrianSmith: Great meeting w/ @IvankaTrump @RepKristiNoem and @RepTomReed this afternoon on ways we can help working families thro…,9/27/17 22:08,,,TRUE,9.13E+17
Twitter for iPhone,RT @SusanWojcicki: A big win for our nation's students! Glad to see this commitment to expanding access to computer science. https://t.co/r…,9/27/17 22:04,,,TRUE,9.13E+17
Twitter for iPhone,RT @hadip: @IvankaTrump @BradSmi @codeorg @Microsoft Thank you for backing computer science in schools the most bipartisan idea of today.…,9/27/17 21:12,,,TRUE,9.13E+17
Twitter for iPhone,RT @BradSmi: An important step towards advancing #STEM &amp; CS in American schools -- and a big win for our nation's young people.. https://t.…,9/27/17 18:58,,,TRUE,9.13E+17
Twitter for iPhone,RT @realDonaldTrump: 70 years ago today the National Security Council met for the first time. Great history of advising Presidents-then &amp;…,9/27/17 18:09,,,TRUE,9.13E+17
Twitter for iPhone,Excited to join @BradSmi &amp; @hadip for a morning of coding w/ these amazing students to highlight the importance of… https://t.co/E7mSpL2Suo,9/27/17 16:21,,,FALSE,9.13E+17
Twitter for iPhone,1:2 This important step in the right direction! #SaudiArabia,9/27/17 2:25,,,FALSE,9.13E+17
Twitter for iPhone,1:2 Today was a historic day for women in Saudi Arabia as a decree was announced to lift the ban on women drivers. #SaudiArabia,9/27/17 2:24,,,FALSE,9.13E+17
Twitter for iPhone,"RT @ChadLivengood: ""To girls coding is cool"" @IvankaTrump says at end of STEM education event in downtown Detroit. @InternetAssn @cavsdan…",9/27/17 2:09,,,TRUE,9.13E+17
Twitter for iPhone,RT @cavsdan: Honored to have @IvankaTrump @amazon @Microsoft @salesforce &amp; others in DET today to announce $300M+ commitment backing K-12 T…,9/27/17 2:08,,,TRUE,9.13E+17
Twitter for iPhone,RT @smartereveryday: I attended this event. It was very cool to see industry leaders and government unite on a really awesome cause. https:…,9/27/17 2:07,,,TRUE,9.13E+17
Twitter for iPhone,RT @freep: $300M investment to fuel Trump's STEM initiative https://t.co/W5v1cBnI1G https://t.co/7YsHbanYJY,9/27/17 1:03,,,TRUE,9.13E+17
Twitter for iPhone,RT @ESAGovAffairs: We commend @POTUS’ decision to greatly expand access to #STEM and #coding education in public schools. https://t.co/LbHT…,9/26/17 22:53,,,TRUE,9.13E+17
Twitter for iPhone,RT @ESAGovAffairs: Kudos to @IvankaTrump for championing increased focus on #STEM and #coding education in American public schools https://…,9/26/17 22:53,,,TRUE,9.13E+17
Twitter for iPhone,RT @InternetAssn: IA is proud to announce a $300m+ private sector #CSforKids commitment today in Detroit. Learn more here: https://t.co/BrU…,9/26/17 19:45,,,TRUE,9.13E+17
Twitter for iPhone,"RT @JohnPerich: ""This is a great example of industry leading and government amplifying"" @IvankaTrump #CSforKids @QLnews https://t.co/v112GJ…",9/26/17 19:44,,,TRUE,9.13E+17
Twitter for iPhone,Today I stand with private sector leaders to show our commitment to #CSforKids. CS is foundational to preparing the… https://t.co/PSuDPLXaqI,9/26/17 18:44,,,FALSE,9.13E+17
Twitter for iPhone,RT @LockheedMartin: Our CEO Marillyn Hewson @IvankaTrump &amp; tech leads join to promote K-12 Computer Science ed live 11amET: https://t.co/…,9/26/17 18:16,,,TRUE,9.13E+17
Twitter for iPhone,RT @skonnard: This pic is from the #CSforKids announcement happening right now. Proud to partner with @codeorg and others to make a differe…,9/26/17 18:16,,,TRUE,9.13E+17
Twitter for iPhone,RT @LockheedMartin: Today we pledge $25 million for K-12 Computer Science education as part of $300 million private sector commitment #CSfo…,9/26/17 18:01,,,TRUE,9.13E+17
Twitter for iPhone,RT @salesforce: Salesforce Commits $50M &amp; 1 Million Employee Volunteer Hours for Computer Science Education in US: https://t.co/0DTov7NqlE…,9/26/17 18:00,,,TRUE,9.13E+17
Twitter for iPhone,RT @InternetAssn: Now discussing #CSforKids here in Detroit are @IvankaTrump @cavsdan @hadip @Rob_M_Acker &amp; IA's Michael Beckerman https…,9/26/17 17:15,,,TRUE,9.13E+17
Twitter for iPhone,"Women make up more than half of students on US college campuses but receive only 2 of every 10 degrees in fields… https://t.co/PsPswSACsB,09-26-2017 12:26:53,,,false,912654710158626816",,,,,
Twitter for iPhone,RT @Scavino45: POTUS Trump @ Signing of Memorandum Addressing Expanding Access to High Quality STEM &amp; Computer Science Ed. Remarks: https:/…,9/26/17 2:05,,,TRUE,9.12E+17
Twitter for iPhone,"&lt;script&gt;let PM = ""signed"";if (PM === ""signed"") {    let CODING = ""4 All"";}&lt;/script&gt; https://t.co/QRKQPgbxjW",9/26/17 1:49,,,FALSE,9.12E+17
Twitter for iPhone,"RT @FoxBusiness: .@POTUS: ""Greater access to STEM &amp; computer science programs will ensure that our children can develop the skills they nee…",9/26/17 0:20,,,TRUE,9.12E+17
Twitter for iPhone,RT @codeorg: The @WhiteHouse allocates $200M/year to expand access and diversity in computer science. Big win for students! https://t.co/V5…,9/25/17 23:36,,,TRUE,9.12E+17
Twitter for iPhone,RT @CNN: Ivanka Trump spearheads $200M STEM effort https://t.co/NczN2ueDcA https://t.co/15sLP66UKP,9/25/17 22:33,,,TRUE,9.12E+17
Twitter for iPhone,.@POTUS just signed a Presidential Memorandum expanding access to computer science and STEM education for K-12 stud… https://t.co/9ihxI3MtDd,9/25/17 21:32,,,FALSE,9.12E+17
Twitter for iPhone,@POTUS just signed a Presidential Memorandum expanding access to computer science &amp; STEM education for K-12 student… https://t.co/thIpedsRGs,9/25/17 21:04,,,FALSE,9.12E+17
Twitter for iPhone,@POTUS just signed a Presidential Memorandum expanding access to computer science and #STEM education for K-12 stud… https://t.co/vHVKIN0I5c,9/25/17 21:00,,,FALSE,9.12E+17
Twitter for iPhone,@BizRoundtable CEO Economic Outlook’s employment measure evaluating CEOs' hiring plans is the highest in 6+ years! https://t.co/A3xdrV55zr,9/24/17 21:33,,,FALSE,9.12E+17
Twitter for iPhone,Shana Tova u'Metuka!https://t.co/CY2KWHHH6L https://t.co/03ipxBKHsX,9/20/17 22:42,,,FALSE,9.11E+17
Twitter for iPhone,Financial inclusion is key to empowering women globally. Thank you Queen Maxima for your tireless commitment to thi… https://t.co/QK3kDPST1S,9/20/17 22:34,,,FALSE,9.11E+17
Twitter for iPhone,Thank you Foreign Minister for your leadership in the areas of women's economic empowerment &amp; global entrepreneursh… https://t.co/zscpKe7Pas,9/20/17 21:17,,,FALSE,9.11E+17
Twitter for iPhone,RT @timesofindia: Ivanka Trump and 'charismatic' @SushmaSwaraj meet discuss women empowerment https://t.co/qqZnLgSCmP https://t.co/n05387l…,9/20/17 21:06,,,TRUE,9.11E+17
